crime,scope,t,trend,trend_season,shared_time_effect
drug_trafficking,PFA,40,-8.325918331226756,-8.325918331226756,0.08140653236813482
drug_trafficking,PFA,41,-8.284341870081793,-8.300007008936898,0.006557231817203108
drug_trafficking,PFA,42,-8.242337655538062,-8.255487316580714,-0.007974416250827709
drug_trafficking,PFA,43,-8.200119564294948,-8.19909764907908,-0.12128045259160142
firearms_offences,CSP,0,-10.945310949672635,-10.945310949672635,0.01818131060042857
firearms_offences,CSP,1,-10.916586342209193,-10.886302726595472,-0.03971938611270659
firearms_offences,CSP,2,-10.887547218627367,-10.915060313825315,0.02611244129319425
firearms_offences,CSP,3,-10.857879062808783,-10.880246188641978,-0.019808935666933227
firearms_offences,CSP,4,-10.827267358635059,-10.827267358635059,0.004737057374645087
firearms_offences,CSP,5,-10.795397589987813,-10.765113974374094,0.07729893533461454
firearms_offences,CSP,6,-10.76195524074867,-10.789468335946617,-0.012663035580775858
firearms_offences,CSP,7,-10.726625794799244,-10.748992920632439,-0.07723275863909357
firearms_offences,CSP,8,-10.68909473602116,-10.68909473602116,-0.03024571581394143
firearms_offences,CSP,9,-10.649064743546028,-10.618781127932307,0.040728032251616
firearms_offences,CSP,10,-10.606906961848884,-10.634420057046832,-0.0943786506058352
firearms_offences,CSP,11,-10.563860895529347,-10.58622802136254,0.0637135252552198
firearms_offences,CSP,12,-10.521224083155756,-10.521224083155756,0.09154316494039058
firearms_offences,CSP,13,-10.48029406329645,-10.450010447682729,0.0318624814422553
firearms_offences,CSP,14,-10.44236837451977,-10.469881469717718,-0.016085084862163607
firearms_offences,CSP,15,-10.408744555394055,-10.431111681227248,-0.0550707362207502
firearms_offences,CSP,16,-10.38072014448764,-10.38072014448764,-0.062332285999171747
firearms_offences,CSP,17,-10.359592680368866,-10.329309064755147,-0.062078765695304614
firearms_offences,CSP,18,-10.3464461147156,-10.373959209913549,0.1577742585036305
firearms_offences,CSP,19,-10.340785858593295,-10.363152984426488,-0.09456230202626327
firearms_offences,CSP,20,-10.3414098164927,-10.3414098164927,0.08007665614969374
firearms_offences,CSP,21,-10.347112555609405,-10.316828939995686,0.18558724165399978
firearms_offences,CSP,22,-10.356688643139005,-10.384201738336955,0.03210925690580396
firearms_offences,CSP,23,-10.368932646277091,-10.391299772110285,-0.16865402085816553
firearms_offences,CSP,24,-10.382639132219252,-10.382639132219252,-0.2014261896403743
firearms_offences,CSP,25,-10.396602668161075,-10.366319052547354,-0.11594613643912376
firearms_offences,CSP,26,-10.409619742632367,-10.437132837830315,0.07169236025350617
firearms_offences,CSP,27,-10.420894167016016,-10.443261292849211,0.08851581457879293
firearms_offences,CSP,28,-10.430538543777505,-10.430538543777505,0.0639132621934999
firearms_offences,CSP,29,-10.43878844077193,-10.408504825158209,-0.11793134917621267
firearms_offences,CSP,30,-10.445879425854375,-10.473392521052324,-0.07930526378829901
firearms_offences,CSP,31,-10.45204706687994,-10.474414192713136,0.1312714689401198
firearms_offences,CSP,32,-10.457526931703718,-10.457526931703718,0.1218026735467829
firearms_offences,CSP,33,-10.462554588180799,-10.432270972567078,0.17800383125542926
firearms_offences,CSP,34,-10.467365604166275,-10.494878699364225,0.04461260275250068
firearms_offences,CSP,35,-10.472186593402437,-10.49455371923563,0.11049377945079009
firearms_offences,CSP,36,-10.477110189573278,-10.477110189573278,-0.04870683018524686
firearms_offences,CSP,37,-10.482125888248618,-10.451842272634897,-0.14332512833831895
firearms_offences,CSP,38,-10.487220531927814,-10.514733627125764,-0.2050159714643626
firearms_offences,CSP,39,-10.492380963110223,-10.514748088943417,-0.14530263570423563
firearms_offences,CSP,40,-10.4975940242952,-10.4975940242952,-0.03701013267798786
firearms_offences,CSP,41,-10.50284655798211,-10.47256294236839,-0.029539070245855212
firearms_offences,CSP,42,-10.5081254066703,-10.535638501868249,0.07892251833109559
firearms_offences,CSP,43,-10.513417412859138,-10.535784538692333,0.1583605614803515
firearms_offences,PFA,0,-10.855257245117423,-10.855257245117423,0.014994827187720087
firearms_offences,PFA,1,-10.82323912110534,-10.791287081526788,-0.02556025215952802
firearms_offences,PFA,2,-10.791047327996523,-10.81607716712509,0.009321193769477728
firearms_offences,PFA,3,-10.758508196694246,-10.78914274729158,-0.005987404477198835
firearms_offences,PFA,4,-10.725448058101776,-10.725448058101776,-0.0004196957650872225
firearms_offences,PFA,5,-10.691693243122382,-10.659741203543831,0.08309435588726415
firearms_offences,PFA,6,-10.657070082659333,-10.6820999217879,-0.025676731272301617
firearms_offences,PFA,7,-10.621404907615899,-10.652039458213233,-0.09541182579985484
firearms_offences,PFA,8,-10.58452404889535,-10.58452404889535,-0.0016298290911505805
firearms_offences,PFA,9,-10.546267251136685,-10.514315211558134,0.025141142342900567
firearms_offences,PFA,10,-10.506995717955599,-10.532025557084166,-0.08019957410268427
firearms_offences,PFA,11,-10.467748046622377,-10.498382597219711,0.05619336765319211
firearms_offences,PFA,12,-10.42960810576542,-10.42960810576542,0.08831523899122065
firearms_offences,PFA,13,-10.393659764013117,-10.361707724434567,0.030179838440302347
firearms_offences,PFA,14,-10.36098688999387,-10.386016729122437,-0.010863407026099696
firearms_offences,PFA,15,-10.332673352336066,-10.3633079029334,-0.03773410600158583
firearms_offences,PFA,16,-10.30980301966811,-10.30980301966811,-0.08778100222186228
firearms_offences,PFA,17,-10.293459760618386,-10.261507721039836,-0.04953685480380754
firearms_offences,PFA,18,-10.284531604821872,-10.30956144395044,0.17979423727689706
firearms_offences,PFA,19,-10.282459209352751,-10.313093759950085,-0.10720114385682998
firearms_offences,PFA,20,-10.286034514619494,-10.286034514619494,0.09326691047708145
firearms_offences,PFA,21,-10.294046401046295,-10.262094361467744,0.16362438575942811
firearms_offences,PFA,22,-10.305283749057349,-10.330313588185916,0.02399887468584673
firearms_offences,PFA,23,-10.318535439076848,-10.349169989674182,-0.16614797421314206
firearms_offences,PFA,24,-10.33259035152899,-10.33259035152899,-0.20728803693106834
firearms_offences,PFA,25,-10.346237366837975,-10.314285327259425,-0.125973178619644
firearms_offences,PFA,26,-10.358267558236854,-10.383297397365421,0.0649342571205462
firearms_offences,PFA,27,-10.367936874438572,-10.398571425035906,0.0769392501707896
firearms_offences,PFA,28,-10.375538462750301,-10.375538462750301,0.08610403555750545
firearms_offences,PFA,29,-10.381505810246733,-10.349553770668182,-0.08372564558615202
firearms_offences,PFA,30,-10.386272404002554,-10.411302243131122,-0.07336594398672429
firearms_offences,PFA,31,-10.390271731092454,-10.420906281689788,0.12879409594941202
firearms_offences,PFA,32,-10.393937278591117,-10.393937278591117,0.1071589431803232
firearms_offences,PFA,33,-10.397702533573236,-10.365750493994685,0.17342032963311152
firearms_offences,PFA,34,-10.402000983113494,-10.427030822242061,0.0394413701630689
firearms_offences,PFA,35,-10.40724573633879,-10.437880286936124,0.11775667688620724
firearms_offences,PFA,36,-10.413544987898009,-10.413544987898009,-0.04970140975360423
firearms_offences,PFA,37,-10.420772208671055,-10.388820169092504,-0.1502498587152554
firearms_offences,PFA,38,-10.428794831627384,-10.453824670755951,-0.19465602277664035
firearms_offences,PFA,39,-10.437480289736444,-10.468114840333778,-0.15031783349388003
firearms_offences,PFA,40,-10.446696015967696,-10.446696015967696,-0.04200595603902316
firearms_offences,PFA,41,-10.456309443290586,-10.424357403712035,-0.03498995940971156
firearms_offences,PFA,42,-10.466188004674573,-10.49121784380314,0.07067855214814577
firearms_offences,PFA,43,-10.476199133089102,-10.506833683686436,0.17423017743570116
homicide,CSP,0,-12.47156888611742,-12.47156888611742,0.006863275973717259
homicide,CSP,1,-12.45505045445537,-12.445380494249395,-0.02993117460042644
homicide,CSP,2,-12.43893713427102,-12.439890630777047,0.03182895173590235
homicide,CSP,3,-12.423634037042078,-12.436242435139926,-0.00677293065714136
homicide,CSP,4,-12.409546274246246,-12.409546274246246,0.08347676621868846
homicide,CSP,5,-12.397078957361233,-12.387408997155259,-0.07109181035911247
homicide,CSP,6,-12.386637197864738,-12.387590694370765,-0.038116485333812976
homicide,CSP,7,-12.378626107234464,-12.391234505332314,0.03181961767388689
homicide,CSP,8,-12.373450796948115,-12.373450796948115,-0.022443811555170192
homicide,CSP,9,-12.371504499764198,-12.361834539558224,-0.062654032163539
homicide,CSP,10,-12.372718663232225,-12.373672159738252,-0.024147247101883856
homicide,CSP,11,-12.376424859582002,-12.38903325767985,0.08662786873374653
homicide,CSP,12,-12.381914570366034,-12.381914570366034,0.00693438722576638
homicide,CSP,13,-12.38847927713682,-12.378809316930846,0.04843065097975154
homicide,CSP,14,-12.39541046144686,-12.396363957952884,-0.0008049763933959688
homicide,CSP,15,-12.401999604848651,-12.4146080029465,-0.018810240517111835
homicide,CSP,16,-12.407538188894696,-12.407538188894696,-0.012051268482911215
homicide,CSP,17,-12.411317695137496,-12.401647734931522,0.0043366743581537675
homicide,CSP,18,-12.412752359696317,-12.413705856202341,0.03024324873723985
homicide,CSP,19,-12.412163651660416,-12.424772049758264,0.03308118811713809
homicide,CSP,20,-12.410279664621468,-12.410279664621468,-0.016474262157570682
homicide,CSP,21,-12.40783041021125,-12.398160450005276,-0.05823488149641189
homicide,CSP,22,-12.405545900061536,-12.406499396567563,-0.03875002860271728
homicide,CSP,23,-12.404156145804107,-12.416764543901955,-0.072650471059747
homicide,CSP,24,-12.404391159070734,-12.404391159070734,0.04127961666674989
homicide,CSP,25,-12.406980951493198,-12.397310991287224,0.043291366399586244
homicide,CSP,26,-12.41265359778904,-12.413607094295067,0.019482988660363992
homicide,CSP,27,-12.421726546857967,-12.434334944955815,0.0044255747507902805
homicide,CSP,28,-12.433601087166503,-12.433601087166503,-0.02304107381742023
homicide,CSP,29,-12.447554544670128,-12.437884584464154,0.061552888155352724
homicide,CSP,30,-12.462864245324322,-12.463817741830349,0.015324506151998173
homicide,CSP,31,-12.478807515084567,-12.491415913182415,-0.05505340382208817
homicide,CSP,32,-12.494661679906343,-12.494661679906343,-0.00296582513317388
homicide,CSP,33,-12.509704065745126,-12.500034105539152,0.03686774214446692
homicide,CSP,34,-12.523211998556402,-12.524165495062428,-0.014196046169083616
homicide,CSP,35,-12.534499479059022,-12.54710787715687,-0.028373088016445558
homicide,CSP,36,-12.543429271097882,-12.543429271097882,-0.0040168656349167135
homicide,CSP,37,-12.550286577458966,-12.540616617252992,0.002758611765273371
homicide,CSP,38,-12.555367467524817,-12.556320964030842,0.02459040560500587
homicide,CSP,39,-12.558968010677969,-12.571576408775817,0.015697980547790823
homicide,CSP,40,-12.561384276300965,-12.561384276300965,-0.053403886176507126
homicide,CSP,41,-12.562912333776342,-12.553242373570368,0.019121808255202277
homicide,CSP,42,-12.563848252486643,-12.56480174899267,-0.006148650996461486
homicide,CSP,43,-12.564488101814405,-12.577096499912253,0.011888879080381843
homicide,PFA,0,-12.945691758981887,-12.945691758981887,0.08838661256751568
homicide,PFA,1,-12.922160611661235,-12.921512844305305,-0.09059915234097732
homicide,PFA,2,-12.899087744470599,-12.930759442822236,-0.01305524763686947
homicide,PFA,3,-12.876931437540003,-12.95289496338142,0.057228166313528804
homicide,PFA,4,-12.856149970999459,-12.856149970999459,0.11871293122627578
homicide,PFA,5,-12.837201624978988,-12.836553857623057,-0.1592605924415555
homicide,PFA,6,-12.820544679608608,-12.852216377960243,-0.16561295261708578
homicide,PFA,7,-12.806637415018336,-12.882600940859753,0.0956678259485864
homicide,PFA,8,-12.795938111338192,-12.795938111338192,0.019613655317994857
homicide,PFA,9,-12.788893634663403,-12.788245867307472,-0.040630584358849246
homicide,PFA,10,-12.785507130486804,-12.817178828838442,-0.015661767044513712
homicide,PFA,11,-12.785205335544415,-12.861168861385831,0.10870952539197887
homicide,PFA,12,-12.787376464204844,-12.787376464204844,-0.030983664437454265
homicide,PFA,13,-12.791408730836702,-12.790760963480771,0.08879053416683078
homicide,PFA,14,-12.7966903498086,-12.828362048160235,-0.006844153526233919
homicide,PFA,15,-12.802609535489147,-12.878573061330563,-0.03711693397093507
homicide,PFA,16,-12.808554502246949,-12.808554502246949,-0.026114423376030135
homicide,PFA,17,-12.813913464450621,-12.81326569709469,0.04581655116802824
homicide,PFA,18,-12.818169115592166,-12.849840813943802,0.11158836369336017
homicide,PFA,19,-12.821502408934922,-12.897465934776339,0.04946276202966259
homicide,PFA,20,-12.824407259838477,-12.824407259838477,-0.04862939207049713
homicide,PFA,21,-12.827379059898709,-12.826731292542778,-0.21432222340565996
homicide,PFA,22,-12.830913200711512,-12.862584899063148,-0.09849726388074566
homicide,PFA,23,-12.83550507387277,-12.911468599714187,-0.09609012054465572
homicide,PFA,24,-12.84165007097837,-12.84165007097837,0.10529919219416028
homicide,PFA,25,-12.849843583624194,-12.849195816268264,0.0839648676284989
homicide,PFA,26,-12.860579664902108,-12.892251363253743,0.14781998496711785
homicide,PFA,27,-12.874068605050159,-12.950032130891575,0.01624327181502835
homicide,PFA,28,-12.889887581901439,-12.889887581901439,-0.020501569284436364
homicide,PFA,29,-12.907528109031283,-12.906880341675352,0.06800537124700866
homicide,PFA,30,-12.926481700015026,-12.958153398366663,-0.0334209631311331
homicide,PFA,31,-12.946239868428005,-13.022203394269422,-0.22202642441565362
homicide,PFA,32,-12.966294127845558,-12.966294127845558,-0.02213968866872029
homicide,PFA,33,-12.986135991843021,-12.98548822448709,0.12926058096203602
homicide,PFA,34,-13.005256973995728,-13.036928672347365,-0.004019124345258822
homicide,PFA,35,-13.02317289100219,-13.099136416843606,-0.04037096654957047
homicide,PFA,36,-13.039763206292845,-13.039763206292845,0.03112761812077997
homicide,PFA,37,-13.055187319272454,-13.054539551916523,0.12663016311916833
homicide,PFA,38,-13.069611830271166,-13.101283528622801,-0.03364546059841221
homicide,PFA,39,-13.083203339619134,-13.15916686546055,0.06175050125952844
homicide,PFA,40,-13.096128447646505,-13.096128447646505,-0.20228436624577578
homicide,PFA,41,-13.108553754683427,-13.107905987327497,-0.050556073165190576
homicide,PFA,42,-13.120645861060051,-13.152317559411689,0.1048488743863215
homicide,PFA,43,-13.132571367106527,-13.208534892947943,0.012374275146115069
most_serious_violence,CSP,0,-9.22574590704438,-9.22574590704438,0.035543882620777845
most_serious_violence,CSP,1,-9.175845346838228,-9.142184193515877,-0.02649044653805935
most_serious_violence,CSP,2,-9.126569154155117,-9.16182052179153,0.07329977628019108
most_serious_violence,CSP,3,-9.078541696518098,-9.19294556040611,-0.00040661575784887804
most_serious_violence,CSP,4,-9.03238734145021,-9.03238734145021,-0.038829533681574546
most_serious_violence,CSP,5,-8.988730456474503,-8.955069303152152,-0.0732736694702176
most_serious_violence,CSP,6,-8.94819540911402,-8.983446776750432,-0.027298746097814994
most_serious_violence,CSP,7,-8.9114065668918,-9.025810430779812,-0.011615802334824718
most_serious_violence,CSP,8,-8.878988297330897,-8.878988297330897,-0.010616344546215127
most_serious_violence,CSP,9,-8.851553350335289,-8.817892197012938,-0.025019390243976307
most_serious_violence,CSP,10,-8.829262840867997,-8.86451420850441,0.019275043946870688
most_serious_violence,CSP,11,-8.811691194129503,-8.926095058017516,0.010764440519521927
most_serious_violence,CSP,12,-8.79837362585596,-8.79837362585596,0.04344804695816925
most_serious_violence,CSP,13,-8.788845351783522,-8.755184198461171,0.04697348863963904
most_serious_violence,CSP,14,-8.782641587648337,-8.81789295528475,0.0450686504343754
most_serious_violence,CSP,15,-8.77929754918656,-8.893701413074572,0.03852986154703928
most_serious_violence,CSP,16,-8.778348452134344,-8.778348452134344,0.0015844384667004232
most_serious_violence,CSP,17,-8.779329512227841,-8.74566835890549,-0.013389756932451011
most_serious_violence,CSP,18,-8.781774183413276,-8.817025551049689,0.010987352077714124
most_serious_violence,CSP,19,-8.78520289890816,-8.899606762796173,0.0045069385478353294
most_serious_violence,CSP,20,-8.78913025600087,-8.78913025600087,-0.136477610147287
most_serious_violence,CSP,21,-8.793070824451805,-8.759409671129454,0.07033559530749954
most_serious_violence,CSP,22,-8.796539174021374,-8.831790541657787,-0.1055543805865517
most_serious_violence,CSP,23,-8.799049874469981,-8.913453738357992,-0.09861241259743439
most_serious_violence,CSP,24,-8.800117495558025,-8.800117495558025,0.038529139003051306
most_serious_violence,CSP,25,-8.799256607045917,-8.765595453723567,0.0505758012130928
most_serious_violence,CSP,26,-8.795983164395219,-8.831234532031631,0.06602717120707077
most_serious_violence,CSP,27,-8.790106891713823,-8.904510755601834,0.025433269372171167
most_serious_violence,CSP,28,-8.782092949759205,-8.782092949759205,0.03249674190629296
most_serious_violence,CSP,29,-8.772495184163205,-8.738834030840854,0.01224259137597894
most_serious_violence,CSP,30,-8.761867440557662,-8.797118808194075,-0.011962805122597401
most_serious_violence,CSP,31,-8.750763564574415,-8.865167428462428,0.007249630780888534
most_serious_violence,CSP,32,-8.739737401845304,-8.739737401845304,-0.01570925255197506
most_serious_violence,CSP,33,-8.729342798002165,-8.695681644679814,-0.04620518922335884
most_serious_violence,CSP,34,-8.72013359867684,-8.755384966313253,-0.040714616780507154
most_serious_violence,CSP,35,-8.712635503106968,-8.827039366994981,0.011535739002838035
most_serious_violence,CSP,36,-8.706953057076264,-8.706953057076264,0.03208985649258395
most_serious_violence,CSP,37,-8.702866601605644,-8.669205448283293,0.0174051771032369
most_serious_violence,CSP,38,-8.700148138043668,-8.73539950568008,-0.003111133893102669
most_serious_violence,CSP,39,-8.69856966773889,-8.812973531626902,-0.00643460338348812
most_serious_violence,CSP,40,-8.697903192039876,-8.697903192039876,0.01621337680999205
most_serious_violence,CSP,41,-8.697920712295183,-8.664259558972832,-0.014268500157149675
most_serious_violence,CSP,42,-8.698394229853369,-8.733645597489781,-0.021845479271489856
most_serious_violence,CSP,43,-8.699095746062998,-8.81349960995101,0.018178304475862064
most_serious_violence,PFA,0,-9.131457154643336,-9.131457154643336,0.039934545053104044
most_serious_violence,PFA,1,-9.084048675447475,-9.047222298934315,-0.009644911731598762
most_serious_violence,PFA,2,-9.03724217202369,-9.075713793242132,0.062195906354140955
most_serious_violence,PFA,3,-8.991639620144058,-9.10461539903037,-0.0017032487478190004
most_serious_violence,PFA,4,-8.947842995580656,-8.947842995580656,-0.05460003603385959
most_serious_violence,PFA,5,-8.906454274105561,-8.869627897592402,-0.08035429661010741
most_serious_violence,PFA,6,-8.868075431490853,-8.906547052709293,-0.03347008737706045
most_serious_violence,PFA,7,-8.833308443508605,-8.946284222394917,-0.009418533341998051
most_serious_violence,PFA,8,-8.802755285930893,-8.802755285930893,0.002299888804254432
most_serious_violence,PFA,9,-8.777006542024026,-8.740180165510868,-0.022871027761038904
most_serious_violence,PFA,10,-8.756209911392462,-8.794681532610902,0.02378357854374992
most_serious_violence,PFA,11,-8.73993777209923,-8.852913550985543,0.016767160433132252
most_serious_violence,PFA,12,-8.72772405250038,-8.72772405250038,0.04413829200371584
most_serious_violence,PFA,13,-8.719102680951961,-8.682276304438801,0.042325054432415736
most_serious_violence,PFA,14,-8.713607585810022,-8.752079207028462,0.04406057479654494
most_serious_violence,PFA,15,-8.710772695430618,-8.82374847431693,0.03787814902281537
most_serious_violence,PFA,16,-8.710131938169798,-8.710131938169798,-0.0044152153667059565
most_serious_violence,PFA,17,-8.711219242383608,-8.674392865870448,-0.0049383338532275
most_serious_violence,PFA,18,-8.713571526645417,-8.752043147863855,0.009668970218586287
most_serious_violence,PFA,19,-8.716747809103405,-8.829723587989717,0.002839452967578213
most_serious_violence,PFA,20,-8.720317013000606,-8.720317013000606,-0.13584823307003727
most_serious_violence,PFA,21,-8.723848108302201,-8.687021731789041,0.06186947023555492
most_serious_violence,PFA,22,-8.726910064973366,-8.765381686191805,-0.10147075285300601
most_serious_violence,PFA,23,-8.729071852979278,-8.84204763186559,-0.09958203439161827
most_serious_violence,PFA,24,-8.729902442285116,-8.729902442285116,0.03732742115020546
most_serious_violence,PFA,25,-8.728970802856061,-8.692144426342901,0.05484112395662354
most_serious_violence,PFA,26,-8.72584714657904,-8.76431876779748,0.06914931206659786
most_serious_violence,PFA,27,-8.720364972752492,-8.833340751638804,0.02344698135328878
most_serious_violence,PFA,28,-8.71294520966373,-8.71294520966373,0.03557007571907796
most_serious_violence,PFA,29,-8.704088268592221,-8.667261892079061,0.010387448256529779
most_serious_violence,PFA,30,-8.694294560817434,-8.732766182035874,-0.007784959193885016
most_serious_violence,PFA,31,-8.68406449761884,-8.797040276505152,0.0043467480171062835
most_serious_violence,PFA,32,-8.673898490275903,-8.673898490275903,-0.01818676066052323
most_serious_violence,PFA,33,-8.66429695006809,-8.62747057355493,-0.0554390893895984
most_serious_violence,PFA,34,-8.655760288274873,-8.694231909493311,-0.041784876534313384
most_serious_violence,PFA,35,-8.648763511096236,-8.761739289982549,0.014786334749085158
most_serious_violence,PFA,36,-8.643401489468827,-8.643401489468827,0.036889026093626605
most_serious_violence,PFA,37,-8.63947646545083,-8.602650088937668,0.02067269445387425
most_serious_violence,PFA,38,-8.636783153669471,-8.675254774887911,0.0015785816045357259
most_serious_violence,PFA,39,-8.635116268751975,-8.748092047638288,-0.009593846819879685
most_serious_violence,PFA,40,-8.634270525325576,-8.634270525325576,0.015031636552197204
most_serious_violence,PFA,41,-8.634040638017495,-8.597214261504336,-0.017356035991909886
most_serious_violence,PFA,42,-8.634221321454959,-8.6726929426734,-0.02230875985417143
most_serious_violence,PFA,43,-8.634607290265198,-8.74758306915151,0.019455960364908254
other_theft,CSP,0,-6.704771145716615,-6.704771145716615,0.11003437315835338
other_theft,CSP,1,-6.6772013212989805,-6.632842820714465,0.026317825086937648
other_theft,CSP,2,-6.650479927824655,-6.6525328183903545,-0.03988739364419749
other_theft,CSP,3,-6.625455396236952,-6.703405907009427,-0.05840362652563305
other_theft,CSP,4,-6.602976157479178,-6.602976157479178,-0.029542258798299848
other_theft,CSP,5,-6.583890642494648,-6.539532141910133,-0.03243501007443873
other_theft,CSP,6,-6.56904728222667,-6.571100172792368,-0.06564025338400556
other_theft,CSP,7,-6.559294507618553,-6.637245018391027,-0.02807802763716526
other_theft,CSP,8,-6.55548074961361,-6.55548074961361,0.004209694316632738
other_theft,CSP,9,-6.558433748915602,-6.514075248331088,-0.013168938378675511
other_theft,CSP,10,-6.568176913165917,-6.570229803731617,-0.029817828523516193
other_theft,CSP,11,-6.583688792908827,-6.6616393036813015,-0.01166085529421039
other_theft,CSP,12,-6.6038781091301395,-6.6038781091301395,0.044697080621383826
other_theft,CSP,13,-6.627653582815657,-6.5832950822311425,0.04525399723521644
other_theft,CSP,14,-6.653923934951185,-6.655976825516884,0.046554059966424755
other_theft,CSP,15,-6.681597886522529,-6.759548397295004,0.11254799880954529
other_theft,CSP,16,-6.709584158515493,-6.709584158515493,0.12984564708374385
other_theft,CSP,17,-6.736791471915882,-6.6924329713313675,0.08983189926657034
other_theft,CSP,18,-6.762195120245021,-6.764248010810721,0.07989799389697536
other_theft,CSP,19,-6.785262409669569,-6.863212920442043,0.06923550330385811
other_theft,CSP,20,-6.805681167880096,-6.805681167880096,-0.3041474346694841
other_theft,CSP,21,-6.823140262763041,-6.778781762178526,-0.09198497537062357
other_theft,CSP,22,-6.837328562204843,-6.839381452770541,-0.15099185569218534
other_theft,CSP,23,-6.8479349340919375,-6.925885444864412,-0.21785906978692055
other_theft,CSP,24,-6.854648246310764,-6.854648246310764,-0.06653581555051838
other_theft,CSP,25,-6.857157366747759,-6.812798866163245,-0.0033887899135658017
other_theft,CSP,26,-6.855153352983007,-6.857206243548706,0.06309161673226711
other_theft,CSP,27,-6.848791477649026,-6.926741988421501,0.09551424108902762
other_theft,CSP,28,-6.839262738471749,-6.839262738471749,0.14260173480344115
other_theft,CSP,29,-6.8278982735702956,-6.783539772985781,0.09891332036844287
other_theft,CSP,30,-6.816029221063788,-6.818082111629487,0.09940998700905267
other_theft,CSP,31,-6.804986719071346,-6.8829372298438205,0.09424103061710323
other_theft,CSP,32,-6.796101905712091,-6.796101905712091,0.04206840365090555
other_theft,CSP,33,-6.790705919105143,-6.746347418520628,-0.00435268307583753
other_theft,CSP,34,-6.790129897369623,-6.792182787935323,0.00453685038914738
other_theft,CSP,35,-6.795629079966716,-6.87357959073919,-0.07139212464506091
other_theft,CSP,36,-6.807323037549962,-6.807323037549962,-0.07855972377063514
other_theft,CSP,37,-6.824457100675926,-6.780098600091412,-0.11873128616815026
other_theft,CSP,38,-6.846254111409935,-6.848307001975634,-0.0645301664683561
other_theft,CSP,39,-6.871936911817314,-6.949887422589788,-0.05731279102159728
other_theft,CSP,40,-6.90072834396339,-6.90072834396339,0.007955598128621715
other_theft,CSP,41,-6.931851249913489,-6.887492749328974,0.007213701602454547
other_theft,CSP,42,-6.964528471732935,-6.966581362298634,0.05365339699986461
other_theft,CSP,43,-6.9979828514870555,-7.07593336225953,0.07140094418552269
other_theft,PFA,0,-6.617669962265558,-6.617669962265558,0.1190651522366148
other_theft,PFA,1,-6.596183373098805,-6.545434358607172,0.03726048211105205
other_theft,PFA,2,-6.575367400543957,-6.567842700136706,-0.046710449801127665
other_theft,PFA,3,-6.555892661212919,-6.626787978458838,-0.07034501247928873
other_theft,PFA,4,-6.538429771717598,-6.538429771717598,-0.037253406803438034
other_theft,PFA,5,-6.523649348669898,-6.472900334178265,-0.03923561816245133
other_theft,PFA,6,-6.512222008681724,-6.504697308274473,-0.06658993796837141
other_theft,PFA,7,-6.504818368364984,-6.575713685610903,-0.026544881225747233
other_theft,PFA,8,-6.50210904433158,-6.50210904433158,0.011074349200164077
other_theft,PFA,9,-6.504750269987644,-6.454001255496012,-0.012696761069378575
other_theft,PFA,10,-6.512839131614824,-6.505314431207573,-0.028141838696771754
other_theft,PFA,11,-6.525746363603151,-6.5966416808490695,-0.011463390517165325
other_theft,PFA,12,-6.54279415702317,-6.54279415702317,0.045497409848327314
other_theft,PFA,13,-6.563304702945424,-6.512555688453791,0.04540068545728532
other_theft,PFA,14,-6.586600192440458,-6.5790754920332075,0.04548312431445803
other_theft,PFA,15,-6.612002816578816,-6.682898133824734,0.1171361115147883
other_theft,PFA,16,-6.6388347664310405,-6.6388347664310405,0.13883357046384154
other_theft,PFA,17,-6.666418233067677,-6.615669218576044,0.09437352054701414
other_theft,PFA,18,-6.69405351065578,-6.68652881024853,0.09009709813624549
other_theft,PFA,19,-6.720879061560045,-6.791774378805964,0.07901610210370474
other_theft,PFA,20,-6.745960814652358,-6.745960814652358,-0.33368180401009306
other_theft,PFA,21,-6.768364356665488,-6.717615342173855,-0.1024842608854617
other_theft,PFA,22,-6.787155274332202,-6.779630573924951,-0.16325990124089185
other_theft,PFA,23,-6.801399154385271,-6.872294471631189,-0.2397434442671147
other_theft,PFA,24,-6.810161583557461,-6.810161583557461,-0.059863509266692184
other_theft,PFA,25,-6.812508148581542,-6.761759134089909,0.012093903581936334
other_theft,PFA,26,-6.8075084493605535,-6.799983748953303,0.08367308378172036
other_theft,PFA,27,-6.79508287789481,-6.865978195140729,0.10661912297839606
other_theft,PFA,28,-6.777050055722416,-6.777050055722416,0.15392489324694753
other_theft,PFA,29,-6.755485447278772,-6.704736432787139,0.10199961327777779
other_theft,PFA,30,-6.732464516999276,-6.724939816592024,0.10415798227407054
other_theft,PFA,31,-6.710062729319323,-6.7809580465652415,0.08132043261260048
other_theft,PFA,32,-6.690355548674312,-6.690355548674312,0.025287016250264745
other_theft,PFA,33,-6.675418439499641,-6.6246694250080065,-0.03306716073455099
other_theft,PFA,34,-6.667326866230705,-6.6598021658234545,-0.02960298154345456
other_theft,PFA,35,-6.668040757664608,-6.7389360749105265,-0.053729497710672564
other_theft,PFA,36,-6.6777912871217175,-6.6777912871217175,-0.05496893667753288
other_theft,PFA,37,-6.695478828533137,-6.644729814041503,-0.09916939101227056
other_theft,PFA,38,-6.719969523048249,-6.7124448226409985,-0.04467201174720629
other_theft,PFA,39,-6.750129511816439,-6.821024829062358,-0.05282337321745141
